Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,dlPredict,dlResidual,drfPredict,drfResidual,gbmPredict,gbmResidual,glmPredict,glmResidual
313,3,1437548400000,4934,534,1,0,0,1,d,c,14160,,,0,,,,4987.538959378986,-53.538959378985965,5436.27017578125,-502.27017578125015,5465.466100908405,-531.4661009084048,6424.338235082512,-1490.3382350825123
315,3,1437548400000,4033,429,1,0,0,1,a,c,38710,4,2013,0,,,,3312.0914837182586,720.9085162817414,4049.1760498046874,-16.17604980468741,3826.3493261258664,206.65067387413364,6312.689697500115,-2279.6896975001146
319,3,1437548400000,6217,679,1,0,0,1,a,c,570,9,2012,1,27,2012,"Mar,Jun,Sept,Dec",5659.74190073476,557.2580992652402,5789.964443359375,427.03555664062515,5782.730724863297,434.2692751367031,6447.992422772484,-230.99242277248413
321,3,1437548400000,4416,422,1,0,0,1,c,c,8140,11,2013,1,10,2014,"Mar,Jun,Sept,Dec",3947.8321129204196,468.1678870795804,4252.61,163.39000000000033,4227.521190932541,188.47880906745922,6036.288016379694,-1620.2880163796945
331,3,1437548400000,4310,660,1,0,0,0,a,c,670,,,1,14,2015,"Jan,Apr,Jul,Oct",5219.455147656678,-909.4551476566776,5236.4016015625,-926.4016015625002,5534.240330747849,-1224.240330747849,6123.770019467716,-1813.7700194677163
335,3,1437548400000,12157,2223,1,0,0,1,b,a,90,,,1,31,2013,"Jan,Apr,Jul,Oct",11005.627759097653,1151.3722409023467,11703.605703125,453.3942968749998,13229.569424084908,-1072.569424084908,8725.515891916206,3431.484108083794
336,3,1437548400000,11024,1708,1,0,0,0,a,a,190,7,2014,0,,,,10946.755495022586,77.24450497741418,11598.393447265626,-574.3934472656256,12593.742943398243,-1569.7429433982434,7746.930768192076,3277.0692318079236
341,3,1437548400000,3987,586,1,0,0,1,a,a,190,9,2011,0,,,,4071.2454818848205,-84.24548188482049,4318.591025390625,-331.59102539062496,4286.4783154051365,-299.4783154051365,6291.109230660513,-2304.1092306605133
343,3,1437548400000,6130,595,1,0,0,1,d,a,18650,4,2004,1,14,2014,"Jan,Apr,Jul,Oct",5895.684173730706,234.31582626929412,6056.74,73.26000000000022,6535.121647633201,-405.12164763320106,6276.8458417580405,-146.84584175804048
347,3,1437548400000,3937,330,1,0,0,0,d,c,9360,7,2013,1,22,2012,"Mar,Jun,Sept,Dec",3763.970238102922,173.02976189707806,3951.7866650390624,-14.786665039062427,4080.1129487674298,-143.11294876742977,5721.003878774936,-1784.0038787749363
352,3,1437548400000,5122,539,1,0,0,1,d,c,6360,,,1,40,2012,"Mar,Jun,Sept,Dec",4443.888811986823,678.1111880131766,5635.591826171875,-513.5918261718753,5751.9194418551015,-629.9194418551015,6327.685596133524,-1205.685596133524
353,3,1437548400000,5785,1782,1,0,0,0,b,b,900,,,1,14,2013,"Feb,May,Aug,Nov",5447.619250854073,337.38074914592744,6252.52,-467.52000000000044,6790.819515339619,-1005.8195153396191,7810.338390291989,-2025.3383902919886
357,3,1437548400000,6081,885,1,0,0,1,a,a,2060,10,2008,0,,,,6578.58504502471,-497.58504502470987,6739.30298828125,-658.3029882812498,7089.972049504107,-1008.9720495041074,6744.65941492797,-663.6594149279699
368,3,1437548400000,7268,583,1,0,0,0,d,c,1450,4,2005,1,45,2009,"Feb,May,Aug,Nov",6477.822111408354,790.1778885916456,7241.643330078125,26.356669921875437,6638.729579142815,629.270420857185,6171.341075660457,1096.6589243395429
371,3,1437548400000,5069,432,1,0,0,0,d,c,1970,7,2009,1,45,2014,"Feb,May,Aug,Nov",4936.034292911719,132.9657070882813,5048.1165625,20.883437499999673,5074.598283715135,-5.5982837151350395,5890.955841632851,-821.9558416328509
373,3,1437548400000,3724,269,1,0,0,0,d,c,11120,,,1,22,2012,"Jan,Apr,Jul,Oct",3286.1829644373247,437.8170355626753,3759.8366650390626,-35.83666503906261,3609.903112761265,114.09688723873478,5644.183879041724,-1920.1838790417241
376,3,1437548400000,5963,704,1,0,0,1,a,a,160,8,2012,0,,,,5088.552292921857,874.4477070781431,5654.7851953125,308.21480468749996,5177.5818911116185,785.4181088883815,6475.127040922118,-512.1270409221179
378,3,1437548400000,5661,900,1,0,0,1,a,c,2140,8,2012,0,,,,6600.488919692929,-939.4889196929289,6347.958740234375,-686.958740234375,7478.433491020984,-1817.4334910209836,6902.325829904701,-1241.325829904701
383,3,1437548400000,16561,2116,1,0,0,0,a,c,350,,,0,,,,14634.967553063965,1926.0324469360348,14840.977431640626,1720.0225683593744,14791.511098734623,1769.4889012653766,8485.672945713828,8075.327054286172
385,3,1437548400000,5280,490,1,0,0,0,d,a,4580,9,2007,0,,,,5330.877570976343,-50.87757097634312,5249.88271484375,30.117285156249636,5325.963485888726,-45.9634858887257,5934.655346271931,-654.6553462719312
388,3,1437548400000,7198,837,1,0,0,1,a,a,2260,,,0,,,,6590.261966972602,607.7380330273982,6962.70103515625,235.29896484374967,6718.673458486384,479.32654151361567,6684.2760753125185,513.7239246874815
392,3,1437548400000,5354,576,1,0,0,1,a,a,2120,,,0,,,,4525.1489113477655,828.8510886522345,5228.612661132813,125.38733886718728,4910.038606263286,443.96139373671394,6286.858411147434,-932.8584111474338
394,3,1437548400000,6649,554,1,0,0,0,d,a,10850,,,0,,,,5899.559246483547,749.4407535164528,6189.7815234375,459.21847656249975,6062.357981420642,586.6420185793577,6059.152324867202,589.847675132798
395,3,1437548400000,2545,391,1,0,0,1,a,a,3620,2,2013,0,,,,3230.7105439081847,-685.7105439081847,3368.0376318359376,-823.0376318359376,3372.869218997246,-827.8692189972462,6035.868367611285,-3490.868367611285
398,3,1437548400000,3999,456,1,0,0,1,c,c,1540,,,1,1,2012,"Jan,Apr,Jul,Oct",3698.740259129347,300.2597408706529,4329.1555078125,-330.1555078125002,4110.617346338517,-111.61734633851665,6092.698288899817,-2093.6982888998173
399,3,1437548400000,4301,467,1,0,0,0,a,a,5360,9,2012,1,40,2011,"Jan,Apr,Jul,Oct",4770.41766931947,-469.4176693194704,4640.85142578125,-339.8514257812503,4984.931189707069,-683.9311897070693,5806.777516092843,-1505.7775160928431
426,3,1437548400000,4227,581,1,0,0,1,a,a,250,,,0,,,,3993.358458172249,233.6415418277511,4451.289506835938,-224.28950683593757,4208.010938219315,18.989061780685006,6288.530672864552,-2061.530672864552
429,3,1437548400000,3715,313,1,0,0,0,d,c,16350,7,2005,1,31,2013,"Jan,Apr,Jul,Oct",3361.1014346118704,353.89856538812955,4134.3,-419.3000000000002,3973.872291393167,-258.87229139316696,5736.091160049749,-2021.0911600497493
431,3,1437548400000,7470,817,1,0,0,1,d,c,4520,,,0,,,,7789.596090903162,-319.5960909031619,7775.539892578125,-305.53989257812464,8123.735606230384,-653.7356062303843,6824.878686719865,645.1213132801349
438,3,1437548400000,3683,434,1,0,0,1,d,c,1110,,,1,40,2012,"Jan,Apr,Jul,Oct",3833.641717714008,-150.64171771400788,4112.442133789063,-429.4421337890626,4660.417179338223,-977.4171793382229,6166.785080892849,-2483.785080892849
440,3,1437548400000,4212,543,1,0,0,0,d,a,3900,4,2005,1,45,2009,"Feb,May,Aug,Nov",5874.442777904412,-1662.4427779044117,5631.6,-1419.6000000000004,5803.485424674636,-1591.4854246746363,5993.550833425688,-1781.5508334256883
443,3,1437548400000,3565,345,1,0,0,1,d,a,11400,12,2005,0,,,,3188.4968969219794,376.50310307802056,3861.2533984375,-296.2533984375,3689.5956047694744,-124.59560476947445,5980.581235733582,-2415.5812357335817
450,3,1437548400000,7500,948,1,0,0,0,c,a,5780,11,1994,1,10,2014,"Mar,Jun,Sept,Dec",6921.875441269922,578.1245587300782,7166.992021484375,333.0079785156249,8134.795446790344,-634.7954467903437,6429.16865888951,1070.83134111049
459,3,1437548400000,6575,895,1,0,0,1,a,a,250,9,2008,1,5,2013,"Feb,May,Aug,Nov",6525.316195639256,49.683804360744034,6866.748896484375,-291.7488964843751,6712.618889204747,-137.61888920474667,6594.846756558021,-19.846756558021298
463,3,1437548400000,4877,777,1,0,0,1,a,a,4160,,,0,,,,6493.7925319702745,-1616.7925319702745,6104.060625,-1227.060625,6473.672819889671,-1596.6728198896708,6597.6985428684275,-1720.6985428684275
464,3,1437548400000,8579,1075,1,0,0,1,c,a,520,3,2009,0,,,,7340.328810455526,1238.6711895444741,8562.4675390625,16.53246093750022,7611.59365402121,967.4063459787903,7078.777913681988,1500.2220863180119
465,3,1437548400000,6914,529,1,0,0,0,d,c,10890,4,2005,0,,,,5263.717680703682,1650.2823192963178,6078.769072265625,835.2309277343747,5909.4845189373555,1004.5154810626445,6155.178203996795,758.8217960032052
466,3,1437548400000,6165,610,1,0,0,1,a,c,3110,3,2003,0,,,,5362.953528310958,802.0464716890419,5818.611025390625,346.3889746093746,5640.758704520351,524.2412954796491,6478.286430991342,-313.28643099134206
469,3,1437548400000,8505,1168,1,0,0,1,c,c,710,9,2005,0,,,,7891.807725554814,613.1922744451858,8650.475263671875,-145.47526367187493,9925.062349788433,-1420.0623497884335,7315.025786810613,1189.9742131893872
470,3,1437548400000,9279,1411,1,0,0,1,a,c,50,,,0,,,,10181.790076721263,-902.7900767212632,9912.076943359374,-633.0769433593741,9897.673453442341,-618.6734534423413,7673.03694949823,1605.9630505017703
472,3,1437548400000,4152,579,1,0,0,1,c,c,5030,8,2011,0,,,,4783.727451294815,-631.7274512948152,4689.052275390625,-537.0522753906253,5228.12929341901,-1076.1292934190096,6440.594620637246,-2288.5946206372464
475,3,1437548400000,5131,798,1,0,0,1,a,a,140,9,2005,0,,,,5222.501416172161,-91.50141617216104,5593.84751953125,-462.8475195312503,5828.388737551457,-697.3887375514569,6607.408524711558,-1476.4085247115581
483,3,1437548400000,3553,544,1,0,0,1,a,c,2310,9,2011,1,13,2010,"Jan,Apr,Jul,Oct",4933.282382977836,-1380.2823829778363,4525.78,-972.7799999999997,5218.641922212726,-1665.641922212726,6245.786946323817,-2692.7869463238167
501,3,1437548400000,4212,556,1,0,0,0,a,c,1620,9,2006,0,,,,4930.376329725059,-718.3763297250589,5074.009052734375,-862.0090527343746,5007.410480983144,-795.4104809831442,6105.846356840251,-1893.8463568402512
515,3,1437548400000,5817,504,1,0,0,1,d,c,11260,,,1,9,2011,"Feb,May,Aug,Nov",6161.1477716557965,-344.14777165579653,5822.913837890625,-5.913837890624563,5918.930632046013,-101.93063204601276,6230.699129463348,-413.6991294633481
519,3,1437548400000,3817,413,1,0,0,1,c,c,2510,8,2009,1,1,2012,"Jan,Apr,Jul,Oct",3588.543162383386,228.45683761661394,4010.512001953125,-193.51200195312504,3807.682324654943,9.317675345057069,6025.675079903565,-2208.6750799035653
521,3,1437548400000,4416,375,1,0,0,0,d,a,18610,11,2002,1,48,2011,"Mar,Jun,Sept,Dec",3968.5795374729832,447.42046252701675,4347.693334960937,68.30666503906286,4280.961843005902,135.03815699409824,5732.718854816601,-1316.7188548166014
538,3,1437548400000,3083,502,1,0,0,1,a,a,990,2,2010,0,,,,3654.265557127331,-571.2655571273308,3742.9382177734374,-659.9382177734374,4067.5365611832203,-984.5365611832203,6193.00550417832,-3110.00550417832
540,3,1437548400000,4739,367,1,0,0,0,d,c,810,,,1,48,2012,"Jan,Apr,Jul,Oct",4318.183592419762,420.81640758023786,4517.56,221.4399999999996,4360.62574725557,378.3742527444301,5819.143411465717,-1080.1434114657168
545,3,1437548400000,8472,834,1,0,0,1,a,c,5020,5,2006,1,18,2014,"Feb,May,Aug,Nov",7616.895622814746,855.1043771852537,7858.76333984375,613.2366601562499,7869.460292137748,602.5397078622518,6675.085668652988,1796.9143313470122
546,3,1437548400000,13321,1617,1,0,0,1,a,a,580,1,2005,0,,,,10615.180828468383,2705.819171531617,12815.072451171874,505.9275488281255,11551.991495243794,1769.008504756206,7888.243611457467,5432.756388542533
548,3,1437548400000,3452,302,1,0,0,0,d,c,3760,2,2009,0,,,,3219.9657918048756,232.0342081951244,3660.935615234375,-208.93561523437484,3475.927372343427,-23.927372343427123,5799.4764137116435,-2347.4764137116435
549,3,1437548400000,4707,491,1,0,0,1,a,c,2330,,,0,,,,4311.743890826423,395.256109173577,4387.649233398438,319.3507666015621,4386.101751498467,320.8982485015331,6279.554067752877,-1572.554067752877
550,3,1437548400000,4830,373,1,0,0,0,d,c,50,6,2015,0,,,,3955.9442142949474,874.0557857050526,4384.912973632812,445.0870263671877,3879.888949922806,950.1110500771938,5883.433565957559,-1053.433565957559
551,3,1437548400000,5062,800,1,0,0,1,a,c,2190,9,2013,0,,,,5955.105079949495,-893.1050799494951,5666.4240234375,-604.4240234375002,6695.819112687892,-1633.819112687892,6744.622516890056,-1682.6225168900564
552,3,1437548400000,6477,621,1,0,0,0,a,a,4260,7,2008,1,37,2009,"Jan,Apr,Jul,Oct",6266.609295675771,210.39070432422886,6390.965458984375,86.03454101562511,6073.704342819339,403.2956571806608,6051.7689398131915,425.23106018680846
556,3,1437548400000,5308,675,1,0,0,1,d,c,1140,11,2014,0,,,,6515.319773611038,-1207.3197736110378,6241.106318359375,-933.1063183593751,6311.984745904392,-1003.9847459043922,6584.974914965394,-1276.9749149653944
557,3,1437548400000,3319,560,1,0,0,1,a,a,250,,,0,,,,3900.061610057421,-581.0616100574211,3935.596640625,-616.596640625,3969.946775011307,-650.9467750113072,6254.976370289718,-2935.976370289718
558,3,1437548400000,2790,392,1,0,0,1,a,a,3000,2,2010,0,,,,3084.7984090872396,-294.79840908723963,3440.0706396484375,-650.0706396484375,3372.869218997246,-582.8692189972462,6031.385330085526,-3241.385330085526
559,3,1437548400000,4583,632,1,0,0,1,d,a,3910,11,2006,1,5,2013,"Feb,May,Aug,Nov",5403.649412194576,-820.6494121945761,5436.27,-853.2700000000004,6450.062504686004,-1867.062504686004,6235.862671887822,-1652.8626718878222
568,3,1437548400000,4165,343,1,0,0,0,d,c,4270,,,1,1,2013,"Jan,Apr,Jul,Oct",4210.695583833327,-45.695583833326964,3875.44,289.55999999999995,4054.271354369408,110.72864563059193,5678.576994491945,-1513.5769944919448
570,3,1437548400000,3330,533,1,0,0,1,a,a,180,11,2006,0,,,,3343.6840905419244,-13.684090541924434,3762.7147509765623,-432.7147509765623,3896.1497326414647,-566.1497326414647,6195.339333086653,-2865.339333086653
571,3,1437548400000,5513,409,1,0,0,0,d,a,2110,11,1995,1,40,2014,"Jan,Apr,Jul,Oct",5020.93371172546,492.06628827454006,4834.683330078125,678.3166699218746,4689.804624311215,823.1953756887851,5702.249020327261,-189.24902032726095
575,3,1437548400000,3464,386,1,0,0,0,a,a,960,5,2008,1,13,2010,"Jan,Apr,Jul,Oct",3859.4934608521044,-395.49346085210436,3431.6766650390623,32.3233349609377,3678.6551126759114,-214.65511267591137,5630.7539339287905,-2166.7539339287905
576,3,1437548400000,4108,691,1,0,0,1,c,a,50,11,2006,0,,,,4081.8557027686884,26.14429723131161,4535.1912109375,-427.1912109374998,4966.006207875496,-858.0062078754963,6455.024336121889,-2347.024336121889
583,3,1437548400000,3269,347,1,0,0,1,a,a,2640,11,2002,0,,,,2964.663878722505,304.33612127749484,3260.0651123046873,8.934887695312682,3159.734200171715,109.2657998282848,5916.655307823123,-2647.6553078231227
587,3,1437548400000,6600,489,1,0,0,0,d,c,330,9,2006,1,14,2011,"Jan,Apr,Jul,Oct",5979.567475427188,620.4325245728123,5363.484775390625,1236.5152246093749,5379.833639092332,1220.1663609076677,5925.2803300136875,674.7196699863125
588,3,1437548400000,4206,453,1,0,0,1,d,c,15720,3,2010,0,,,,4252.92846255575,-46.92846255575023,4570.521831054688,-364.52183105468794,4600.623054854161,-394.6230548541607,6321.829530280927,-2115.8295302809274
590,3,1437548400000,4163,308,1,0,0,0,d,c,4520,9,2010,1,31,2013,"Jan,Apr,Jul,Oct",3422.607117512498,740.392882487502,3877.48,285.52,3907.7824980537953,255.21750194620472,5686.536757028691,-1523.5367570286908
592,3,1437548400000,3031,405,1,0,0,1,a,a,2540,6,2005,0,,,,3416.0259470335623,-385.02594703356226,3810.3052197265624,-779.3052197265624,3550.8829309265675,-519.8829309265675,6028.374350191094,-2997.374350191094
596,3,1437548400000,4436,839,1,0,0,1,c,a,290,9,2006,0,,,,5122.326854334306,-686.3268543343056,5773.13029296875,-1337.13029296875,5888.956379584557,-1452.956379584557,6689.277392358723,-2253.277392358723
601,3,1437548400000,3452,287,1,0,0,0,d,a,8220,4,2014,1,14,2011,"Jan,Apr,Jul,Oct",4032.4115327335503,-580.4115327335503,3760.63,-308.6300000000001,3541.8430834930004,-89.84308349300045,5545.379619331972,-2093.379619331972
604,3,1437548400000,4804,405,1,0,0,0,d,a,10950,3,2014,0,,,,4829.632009357494,-25.6320093574941,4694.922548828125,109.0774511718746,4583.7903689067425,220.20963109325749,5852.607696913503,-1048.6076969135029
606,3,1437548400000,4906,553,1,0,0,1,a,a,2260,11,2007,0,,,,4221.6121095365825,684.3878904634175,4674.18212890625,231.81787109375,4631.070266820079,274.92973317992073,6232.167639021645,-1326.1676390216453
609,3,1437548400000,4038,475,1,0,0,1,a,a,2070,9,2007,0,,,,3652.8214798166837,385.1785201833163,4142.038974609375,-104.03897460937515,3961.3802296440663,76.61977035593372,6121.638616435259,-2083.638616435259
610,3,1437548400000,3357,429,1,0,0,1,a,a,660,1,2007,0,,,,2948.7067013415467,408.2932986584533,3511.8738916015627,-154.87389160156272,3506.3961663763585,-149.39616637635845,6082.301997838862,-2725.301997838862
614,3,1437548400000,4809,875,1,0,0,1,a,a,1160,12,2012,0,,,,6244.002444326831,-1435.0024443268312,6048.77822265625,-1239.7782226562504,6573.42623142857,-1764.4262314285697,6717.817730427458,-1908.8177304274577
616,3,1437548400000,6751,680,1,0,0,1,a,c,3040,8,2011,1,35,2010,"Mar,Jun,Sept,Dec",7215.146605405526,-464.1466054055263,6599.577333984375,151.4226660156246,6557.72687075246,193.27312924754006,6491.544924338523,259.45507566147717
621,3,1437548400000,4801,634,1,0,0,1,a,a,30,7,2002,0,,,,4334.901606467914,466.09839353208645,4602.802392578125,198.19760742187464,4648.582787088639,152.41721291136128,6362.388238586049,-1561.3882385860488
628,3,1437548400000,5235,695,1,0,0,0,a,c,2180,,,0,,,,5924.9587594011855,-689.9587594011855,5386.2257421875,-151.22574218750015,6450.4291822608175,-1215.4291822608175,6326.844230230461,-1091.844230230461
629,3,1437548400000,4505,426,1,0,0,0,d,a,510,7,2014,1,23,2015,"Mar,Jun,Sept,Dec",4623.215337606343,-118.21533760634338,4723.32599609375,-218.3259960937503,4654.624088815934,-149.62408881593365,5691.880702439579,-1186.8807024395792
631,3,1437548400000,3897,479,1,0,0,1,d,c,2870,,,1,35,2012,"Mar,Jun,Sept,Dec",3865.711120150049,31.288879849951172,5146.257998046875,-1249.2579980468754,5074.658566645867,-1177.6585666458668,6211.478004469362,-2314.4780044693616
634,3,1437548400000,5142,534,1,0,0,1,d,a,18610,,,0,,,,4753.628107247239,388.3718927527607,5429.171201171875,-287.1712011718746,5353.607061601764,-211.60706160176414,6310.209968352312,-1168.209968352312
635,3,1437548400000,5177,513,1,0,0,1,a,a,27530,4,2014,0,,,,4185.50029931831,991.4997006816902,4594.632329101562,582.3676708984376,4467.175550810582,709.8244491894184,6280.972383450891,-1103.9723834508914
636,3,1437548400000,4604,568,1,0,0,0,c,a,720,10,2004,1,13,2010,"Jan,Apr,Jul,Oct",4653.450196237529,-49.45019623752887,4512.09666015625,91.90333984374956,4750.98186533857,-146.98186533857006,5901.303576248465,-1297.303576248465
638,3,1437548400000,4693,428,1,0,0,0,d,a,10170,11,2001,0,,,,4003.0517683037356,689.9482316962644,4838.441357421875,-145.44135742187518,4913.7231486957135,-220.72314869571346,5840.688851548068,-1147.6888515480678
640,3,1437548400000,9206,730,1,0,0,1,d,c,8040,,,0,,,,7060.891984859477,2145.108015140523,8041.436630859375,1164.5633691406247,7690.884525991565,1515.1154740084348,6700.360412212525,2505.6395877874747
642,3,1437548400000,2783,408,1,0,0,1,c,c,530,4,2005,1,35,2010,"Mar,Jun,Sept,Dec",3442.2147894066115,-659.2147894066115,3323.012138671875,-540.0121386718752,3630.137451059705,-847.1374510597052,6103.043322434649,-3320.043322434649
645,3,1437548400000,8116,1039,1,0,0,0,a,a,90,,,1,45,2009,"Feb,May,Aug,Nov",6944.180587603721,1171.8194123962794,7507.47142578125,608.5285742187498,7351.20352654863,764.7964734513698,6681.042683838372,1434.9573161616281
647,3,1437548400000,4111,514,1,0,0,1,a,c,7420,4,2013,0,,,,4490.387126353267,-379.3871263532674,4670.0640625,-559.0640624999996,4843.9313769857945,-732.9313769857945,6345.625609220209,-2234.6256092202093
649,3,1437548400000,2622,296,1,0,0,1,a,a,14570,11,2002,0,,,,2850.0278179996453,-228.02781799964532,2706.3045751953123,-84.30457519531228,2498.7919214885296,123.20807851147038,5873.446613548178,-3251.446613548178
653,3,1437548400000,4613,400,1,0,0,1,d,c,7520,7,2014,1,45,2009,"Feb,May,Aug,Nov",5014.289510550262,-401.2895105502621,4640.956669921875,-27.95666992187489,4552.7550465385975,60.244953461402474,6162.405062442616,-1549.4050624426163
655,3,1437548400000,5495,530,1,0,0,1,d,c,960,11,2012,1,5,2013,"Feb,May,Aug,Nov",5678.6590424082015,-183.65904240820146,5344.35,150.64999999999964,5472.8737170021595,22.126282997840462,6198.471409891645,-703.4714098916447
657,3,1437548400000,4233,530,1,0,0,1,c,c,80,1,2006,1,10,2014,"Jan,Apr,Jul,Oct",3632.1511757962853,600.8488242037147,4027.9643359375,205.03566406250002,4224.903482086545,8.09651791345459,6226.411046131601,-1993.4110461316013
663,3,1437548400000,4942,755,1,0,0,0,a,c,7860,5,2005,0,,,,5893.873133720976,-951.8731337209756,6667.967216796875,-1725.9672167968747,7265.875805474407,-2323.8758054744067,6441.579709152924,-1499.579709152924
668,3,1437548400000,6811,930,1,0,0,1,c,a,1270,9,2010,0,,,,6353.434529489672,457.56547051032794,6928.197529296875,-117.19752929687456,7115.852030202335,-304.8520302023353,6832.569101092697,-21.569101092696656
671,3,1437548400000,5194,564,1,0,0,0,a,c,2070,2,2008,1,39,2010,"Jan,Apr,Jul,Oct",5581.6109922205715,-387.61099222057146,5762.547275390625,-568.5472753906251,5904.003271512276,-710.0032715122761,6098.265824364673,-904.2658243646729
678,3,1437548400000,5613,624,1,0,0,1,c,a,3250,,,1,40,2011,"Jan,Apr,Jul,Oct",5141.92998054841,471.07001945159027,5563.5915234375,49.408476562500255,5683.5933968793215,-70.59339687932152,6322.470753993577,-709.4707539935771
679,3,1437548400000,7883,912,1,0,0,1,a,a,4140,9,2012,0,,,,7531.48898505012,351.5110149498796,7548.51005859375,334.4899414062502,7402.784054912216,480.21594508778435,6795.122834342474,1087.8771656575263
687,3,1437548400000,6759,633,1,0,0,1,d,c,2770,,,0,,,,5835.3317545025275,923.6682454974725,6378.4979296875,380.5020703125001,6351.00389818061,407.9961018193899,6536.716658548219,222.28334145178087
697,3,1437548400000,8727,841,1,0,0,1,d,a,3780,,,1,40,2011,"Jan,Apr,Jul,Oct",7792.516279890873,934.4837201091268,8052.94,674.0600000000004,8324.381600655204,402.61839934479576,6675.594133853621,2051.4058661463787
698,3,1437548400000,13131,1741,1,0,0,1,a,a,1790,5,2011,0,,,,13214.4091981695,-83.40919816950009,12383.488994140625,747.5110058593746,13920.497079066521,-789.4970790665211,8065.463769192982,5065.536230807018
700,3,1437548400000,3660,544,1,0,0,0,a,c,830,,,1,27,2013,"Jan,Apr,Jul,Oct",4583.560569304793,-923.5605693047928,4590.561020507813,-930.5610205078128,5018.303673915154,-1358.303673915154,5989.275838862202,-2329.2758388622024
702,3,1437548400000,2962,271,1,0,0,0,a,a,8550,9,2001,1,45,2009,"Feb,May,Aug,Nov",3094.9141680273797,-132.91416802737967,3206.6733349609376,-244.6733349609376,2782.095400712973,179.90459928702694,5524.109983657167,-2562.1099836571666
711,3,1437548400000,4634,396,1,0,0,0,d,a,17110,3,2007,1,5,2010,"Jan,Apr,Jul,Oct",4639.328318763236,-5.328318763235984,4511.78,122.22000000000025,4674.699572138077,-40.6995721380772,5723.5149831083545,-1089.5149831083545
719,3,1437548400000,3226,356,1,0,0,0,c,c,8190,,,1,45,2009,"Feb,May,Aug,Nov",3716.5984138971703,-490.5984138971703,3995.1735009765625,-769.1735009765625,3967.8095782022538,-741.8095782022538,5808.362353660574,-2582.3623536605737
722,3,1437548400000,6926,1237,1,0,0,0,a,a,50,,,0,,,,8107.005328323947,-1181.0053283239467,7457.149658203125,-531.149658203125,8382.677477649933,-1456.6774776499333,7020.44564329338,-94.44564329338027
726,3,1437548400000,8718,868,1,0,0,1,a,c,40540,2,2002,0,,,,7726.031026261629,991.9689737383706,8405.66662109375,312.3333789062508,7980.364968157894,737.6350318421064,6981.4489784821635,1736.5510215178365
728,3,1437548400000,3946,375,1,0,0,0,d,a,13990,,,1,14,2011,"Jan,Apr,Jul,Oct",4425.67453862471,-479.6745386247103,4437.055458984375,-491.05545898437504,4452.863620869404,-506.86362086940426,5676.648455299612,-1730.6484552996117
730,3,1437548400000,5405,692,1,0,0,1,c,a,1190,9,2013,0,,,,5252.592782902231,152.4072170977688,5271.87259765625,133.12740234374996,5344.285795017666,60.714204982334195,6471.760060919012,-1066.7600609190122
732,3,1437548400000,8097,961,1,0,0,1,a,c,35280,,,0,,,,7348.37854703607,748.6214529639301,8211.3680859375,-114.36808593749993,8278.95927595306,-181.95927595306057,7089.2626381869195,1007.7373618130805
733,3,1437548400000,12433,3146,1,0,0,1,b,b,860,10,1999,0,,,,12080.054466096695,352.94553390330475,12914.41087890625,-481.4108789062502,13030.340274862534,-597.340274862534,10265.266136520862,2167.7338634791377
734,3,1437548400000,3547,364,1,0,0,1,a,a,220,,,1,36,2013,"Mar,Jun,Sept,Dec",3215.7587372179178,331.24126278208223,3526.304287109375,20.695712890625146,3292.2486067335667,254.7513932664333,5856.435199126747,-2309.4351991267467
735,3,1437548400000,3915,393,1,0,0,1,d,c,1920,4,2005,0,,,,3596.2162413007886,318.7837586992114,4196.86267578125,-281.8626757812499,4046.194977648145,-131.19497764814514,6180.119006994704,-2265.1190069947043
737,3,1437548400000,4894,708,1,0,0,1,a,a,100,5,2007,1,31,2013,"Jan,Apr,Jul,Oct",4765.742951740366,128.25704825963385,5227.91697265625,-333.91697265625044,5145.506431631333,-251.50643163133282,6391.954851755843,-1497.9548517558433
738,3,1437548400000,6496,554,1,0,0,1,d,c,5980,10,2005,0,,,,5178.772323696744,1317.227676303256,5781.4484765625,714.5515234374998,5681.116256944424,814.8837430555759,6410.821178570768,85.1788214292319
740,3,1437548400000,6116,449,1,0,0,0,d,a,6400,3,2014,0,,,,5247.468880024951,868.5311199750486,5344.047001953125,771.9529980468751,4920.3084561150135,1195.6915438849865,5904.436426966364,211.5635730336362
742,3,1437548400000,5689,658,1,0,0,1,d,c,4380,,,0,,,,6241.154255159977,-552.1542551599769,6315.086875,-626.086875,6700.1667542826,-1011.1667542825999,6578.807515144872,-889.807515144872
750,3,1437548400000,3300,288,1,0,0,0,d,a,8670,2,2002,1,14,2011,"Jan,Apr,Jul,Oct",3838.476173040251,-538.4761730402511,3484.33,-184.32999999999993,3330.226260535008,-30.226260535007896,5546.423739904392,-2246.4237399043923
767,3,1437548400000,4736,518,1,0,0,1,a,c,13080,,,0,,,,4733.784467288502,2.215532711497872,5097.214775390625,-361.2147753906247,4788.383661321885,-52.383661321884574,6349.62269631034,-1613.62269631034
770,3,1437548400000,3312,396,1,0,0,1,a,c,100,4,2015,0,,,,3791.7717645607795,-479.7717645607795,3828.360341796875,-516.3603417968752,3282.9428968946995,29.057103105300484,6144.506197298266,-2832.5061972982658
